cohort,rcdts,school_name,district,city,county,district_type,district_size,school_type,grades_served,percent_student_enrollment_white,percent_student_enrollment_black_or_african_american,percent_student_enrollment_hispanic_or_latino,percent_student_enrollment_asian,percent_student_enrollment_native_hawaiian_or_other_pacific_islander,percent_student_enrollment_american_indian_or_alaska_native,percent_student_enrollment_two_or_more_races,number_student_enrollment,total_number_of_school_days,student_attendance_rate,student_chronic_truancy_rate,high_school_dropout_rate_total,high_school_4_year_graduation_rate_total,avg_class_size_high_school,teacher_retention_rate,percent_graduates_enrolled_in_a_postsecondary_institution_within_16_months,percent_graduates_enrolled_in_a_postsecondary_institution_within_12_months,percent_9th_grade_on_track
2016,310450460220002,Larkin High School               ,SD U-46                          ,Elgin            ,Kane       ,UNIT       ,LARGE ,HIGH SCHOOL,9 10 11 12                     ,16.5,10.4,66.4,2.7,0.0,0.5,3.4,2146.0,173.0,89.3,21.0,3.7,76.0,18.0,88.1,65.7,60.9,70.4
2016,310450460220003,Streamwood High School           ,SD U-46                          ,Streamwood       ,Kane       ,UNIT       ,LARGE ,HIGH SCHOOL,9 10 11 12                     ,26.9,7.3,53.5,8.9,0.0,0.6,2.8,2171.0,173.0,90.2,20.4,1.6,90.0,19.9,86.6,67.7,62.6,84.2
2016,310450460220004,Bartlett High School             ,SD U-46                          ,Bartlett         ,Kane       ,UNIT       ,LARGE ,HIGH SCHOOL,9 10 11 12                     ,47.3,5.0,30.9,13.6,0.0,0.2,3.0,2458.0,173.0,93.7,9.6,0.9,92.2,21.1,85.0,77.2,72.4,89.3
2016,310450460220005,South Elgin High School          ,SD U-46                          ,South Elgin      ,Kane       ,UNIT       ,LARGE ,HIGH SCHOOL,9 10 11 12                     ,51.4,6.1,28.4,9.7,0.0,0.4,4.0,2925.0,173.0,93.7,5.5,1.1,93.0,21.1,89.0,73.3,70.6,90.9
2016,310451010220001,Batavia Sr High School           ,Batavia USD 101                  ,Batavia          ,Kane       ,UNIT       ,LARGE ,HIGH SCHOOL,9 10 11 12                     ,82.5,2.5,9.1,3.0,0.2,0.3,2.5,1989.0,175.0,92.5,1.5,0.3,94.1,24.8,89.7,83.0,81.7,94.9
2016,310451290220001,West Aurora High School          ,Aurora West USD 129              ,Aurora           ,Kane       ,UNIT       ,LARGE ,HIGH SCHOOL,9 10 11 12                     ,28.1,12.2,53.4,3.5,0.2,0.6,2.0,3884.0,174.0,92.7,14.2,2.3,79.8,22.1,89.9,64.0,59.3,80.6
2016,310451310220001,East High School                 ,Aurora East USD 131              ,Aurora           ,Kane       ,UNIT       ,LARGE ,HIGH SCHOOL,9 10 11 12                     ,3.5,8.1,86.4,0.4,0.0,0.4,1.3,3822.0,174.0,83.3,24.5,5.2,64.0,21.1,84.1,50.2,43.3,71.3
2016,310453000260002,Dundee-Crown High School         ,CUSD 300                         ,Carpentersville  ,Kane       ,UNIT       ,LARGE ,HIGH SCHOOL,9 10 11 12                     ,35.2,6.4,52.9,2.6,0.0,0.2,2.7,2547.0,174.0,90.8,7.5,2.6,80.6,16.2,89.2,64.5,60.5,84.3
2016,310453000260003,Hampshire High School            ,CUSD 300                         ,Hampshire        ,Kane       ,UNIT       ,LARGE ,HIGH SCHOOL,9 10 11 12                     ,67.3,2.5,19.0,8.2,0.1,0.1,2.8,1509.0,174.0,93.2,8.7,0.3,93.1,22.1,93.4,76.0,73.1,90.8
2016,310453000260004,Harry D Jacobs High School       ,CUSD 300                         ,Algonquin        ,Kane       ,UNIT       ,LARGE ,HIGH SCHOOL,9 10 11 12                     ,70.5,3.1,15.7,7.1,0.1,0.2,3.2,2174.0,174.0,92.8,3.2,1.0,91.3,16.4,88.3,80.9,76.6,93.4
2016,310453010260001,Central High School              ,Central CUSD 301                 ,Burlington       ,Kane       ,UNIT       ,LARGE ,HIGH SCHOOL,9 10 11 12                     ,68.2,4.8,15.4,8.3,0.0,0.3,3.1,1041.0,174.0,95.5,1.3,1.0,93.4,19.0,85.3,83.3,81.6,93.4
2016,310453020260001,Kaneland Senior High School      ,Kaneland CUSD 302                ,Maple Park       ,Kane       ,UNIT       ,LARGE ,HIGH SCHOOL,9 10 11 12                     ,78.9,1.9,13.6,2.6,0.0,0.1,2.8,1348.0,177.0,93.5,6.9,0.3,96.7,25.8,85.5,79.6,76.6,92.7
2016,310453030260011,St Charles East High School      ,St Charles CUSD 303              ,St Charles       ,Kane       ,UNIT       ,LARGE ,HIGH SCHOOL,9 10 11 12                     ,78.3,2.1,11.7,5.3,0.0,0.1,2.5,2535.0,174.0,93.8,1.5,0.9,93.0,19.4,89.7,85.7,83.5,94.9
2016,310453030260012,St Charles North High School     ,St Charles CUSD 303              ,St Charles       ,Kane       ,UNIT       ,LARGE ,HIGH SCHOOL,9 10 11 12                     ,85.8,1.3,5.4,5.9,0.0,0.2,1.4,2067.0,174.0,94.1,2.2,0.4,98.5,19.1,92.2,86.3,83.0,97.3
2016,310453040260001,Geneva Community High School     ,Geneva CUSD 304                  ,Geneva           ,Kane       ,UNIT       ,LARGE ,HIGH SCHOOL,9 10 11 12                     ,87.1,0.4,7.6,2.9,0.0,0.1,1.9,1969.0,175.0,95.2,0.0,0.3,97.8,16.8,96.7,86.0,83.1,98.5
2016,320380030260001,Donovan Sr High School           ,Donovan CUSD 3                   ,Donovan          ,Iroquois   ,UNIT       ,SMALL ,HIGH SCHOOL,9 10 11 12                     ,95.3,2.8,1.9,0.0,0.0,0.0,0.0,106.0,175.0,93.8,0.0,3.8,82.8,21.0,65.5,48.3,44.8,84.6
2016,320380040260001,Central High School              ,Central CUSD 4                   ,Clifton          ,Iroquois   ,UNIT       ,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,89.2,1.2,4.5,0.6,0.0,0.0,4.5,332.0,175.0,93.4,3.7,1.2,87.7,17.9,93.8,67.5,66.3,87.6
2016,320380060260001,Cissna Park Sr High School       ,Cissna Park CUSD 6               ,Cissna Park      ,Iroquois   ,UNIT       ,SMALL ,HIGH SCHOOL,9 10 11 12                     ,91.4,0.0,5.7,2.9,0.0,0.0,0.0,105.0,175.0,96.0,1.0,0.0,96.8,11.5,75.0,70.0,70.0,95.7
2016,320380090260001,Watseka Comm High School         ,Iroquois County CUSD 9           ,Watseka          ,Iroquois   ,UNIT       ,MEDIUM,HIGH SCHOOL,PK 9 10 11 12                  ,84.6,2.1,9.0,1.6,0.0,0.3,2.4,377.0,175.0,94.1,7.4,0.6,87.1,18.1,83.3,62.4,60.0,87.7
2016,320380100260001,Iroquois West High School        ,Iroquois West CUSD 10            ,Gilman           ,Iroquois   ,UNIT       ,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,62.7,0.3,31.5,0.3,0.0,0.0,5.1,311.0,175.0,93.8,7.5,2.3,93.4,11.8,77.6,59.4,59.4,94.6
2016,320381240260001,Milford High School Campus       ,Milford Area PSD 124             ,Milford          ,Iroquois   ,UNIT       ,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,95.0,1.4,0.5,0.5,0.0,0.0,2.8,218.0,175.0,92.4,3.1,2.3,93.2,10.4,94.1,0.0,0.0,80.0
2016,320460010260003,Momence High School              ,Momence CUSD 1                   ,Momence          ,Kankakee   ,UNIT       ,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,53.2,20.2,18.3,0.0,0.3,0.0,8.0,361.0,173.0,91.6,6.9,1.4,88.2,17.3,74.0,67.9,66.7,82.3
2016,320460020260001,Herscher High School             ,Herscher CUSD 2                  ,Herscher         ,Kankakee   ,UNIT       ,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,92.9,0.7,2.1,1.0,0.3,0.0,2.9,577.0,174.0,94.5,0.2,1.2,88.5,19.8,82.8,72.5,68.8,87.5
2016,320460050260005,Manteno High School              ,Manteno CUSD 5                   ,Manteno          ,Kankakee   ,UNIT       ,LARGE ,HIGH SCHOOL,9 10 11 12                     ,81.3,5.8,8.3,1.1,0.0,0.1,3.4,761.0,174.0,93.5,1.7,1.1,88.5,21.1,82.9,73.5,69.9,92.2
2016,320460060260001,Grant Park High School           ,Grant Park CUSD 6                ,Grant Park       ,Kankakee   ,UNIT       ,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,88.2,0.0,5.3,0.0,0.0,0.0,6.5,169.0,175.0,94.4,1.8,1.8,90.9,16.8,85.4,79.5,76.9,95.7
2016,320461110250014,Kankakee High School             ,Kankakee SD 111                  ,Kankakee         ,Kankakee   ,UNIT       ,LARGE ,HIGH SCHOOL,9 10 11 12                     ,20.9,51.0,26.9,0.5,0.0,0.2,0.6,1262.0,174.0,89.3,48.5,2.2,73.3,14.1,80.9,48.1,44.3,68.1
2016,320463020160001,St Anne Comm High School         ,St Anne CHSD 302                 ,Saint Anne       ,Kankakee   ,HIGH SCHOOL,SMALL ,HIGH SCHOOL,9 10 11 12                     ,38.9,37.2,16.7,0.0,0.0,0.0,7.1,239.0,175.0,94.8,15.9,2.1,77.1,13.4,78.6,58.0,56.0,79.7
2016,320463070160001,Bradley-Bourbonnais C High School,Bradley Bourbonnais CHSD 307     ,Bradley          ,Kankakee   ,HIGH SCHOOL,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,74.5,11.0,8.3,2.4,0.3,0.1,3.4,2091.0,175.0,92.3,1.4,1.6,91.3,20.8,89.6,67.2,64.2,92.3
2016,330362350260001,West Central High School         ,West Central CUSD 235            ,Biggsville       ,Henderson  ,UNIT       ,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,92.7,0.7,3.1,0.0,0.0,0.0,3.5,286.0,174.0,91.5,11.6,5.6,75.4,11.0,86.8,74.6,73.0,77.5
2016,330482020260001,Knoxville Sr High School         ,Knoxville CUSD 202               ,Knoxville        ,Knox       ,UNIT       ,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,88.5,0.6,5.9,0.3,0.0,0.6,4.2,358.0,175.0,94.7,2.6,0.3,89.1,12.5,84.0,84.7,82.4,84.4
2016,330482050260023,Galesburg High School            ,Galesburg CUSD 205               ,Galesburg        ,Knox       ,UNIT       ,LARGE ,HIGH SCHOOL,9 10 11 12                     ,65.2,12.6,12.6,1.0,0.0,0.0,8.5,1364.0,174.0,92.1,2.2,2.1,88.5,19.4,88.0,65.7,61.5,77.2
2016,330482080260001,R O W V A Jr and  Sr High School ,R O W V A CUSD 208               ,Oneida           ,Knox       ,UNIT       ,MEDIUM,HIGH SCHOOL,7 8 9 10 11 12                 ,95.0,1.0,2.7,0.3,0.0,0.0,1.0,298.0,175.0,94.8,0.7,1.5,86.0,13.4,94.7,82.2,77.8,90.4
2016,330482100260001,Williamsfield High School        ,Williamsfield CUSD 210           ,Williamsfield    ,Knox       ,UNIT       ,SMALL ,HIGH SCHOOL,9 10 11 12                     ,96.6,2.3,0.0,0.0,0.0,0.0,1.1,88.0,176.0,93.0,4.7,1.1,87.0,9.4,75.0,80.0,75.0,89.5
2016,330482760260001,Abingdon-Avon High Sch           ,Abingdon-Avon CUSD 276           ,Abingdon         ,Knox       ,UNIT       ,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,94.3,1.1,1.8,0.4,0.0,0.4,2.1,280.0,175.0,92.9,4.3,3.9,80.0,13.3,65.7,74.6,67.8,76.5
2016,330664040260001,Mercer County High School        ,Mercer County School District 404,Aledo            ,Mercer     ,UNIT       ,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,94.9,1.0,2.0,0.7,0.0,0.0,1.5,408.0,174.0,94.0,3.7,2.0,80.4,15.7,90.9,67.9,63.0,94.1
2016,330942380260001,Monmouth-Roseville High Sch      ,Monmouth-Roseville CUSD 238      ,Monmouth         ,Warren     ,UNIT       ,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,69.3,4.2,19.2,1.9,0.4,0.0,5.0,521.0,175.0,92.4,15.9,1.2,78.1,18.1,79.1,60.7,57.3,81.5
2016,330943040260001,United High School               ,United CUSD 304                  ,Monmouth         ,Warren     ,UNIT       ,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,90.4,1.9,3.4,1.2,0.0,0.3,2.8,324.0,173.0,94.7,6.6,1.2,82.0,16.9,90.1,83.3,79.2,85.5
2016,340490600260022,Waukegan High School             ,Waukegan CUSD 60                 ,Waukegan         ,Lake       ,UNIT       ,LARGE ,HIGH SCHOOL,9 10 11 12                     ,4.4,15.0,76.7,1.5,0.3,0.4,1.7,4672.0,175.0,93.1,18.6,3.1,75.4,19.8,75.5,57.3,52.0,58.7
2016,340490950260001,Lake Zurich High School          ,Lake Zurich CUSD 95              ,Lake Zurich      ,Lake       ,UNIT       ,LARGE ,HIGH SCHOOL,9 10 11 12                     ,84.2,0.5,6.9,5.8,0.0,1.0,1.6,1983.0,176.0,95.1,3.1,0.3,95.0,20.4,94.7,87.6,83.9,94.2
2016,340491130170001,Deerfield High School            ,Twp HSD 113                      ,Deerfield        ,Lake       ,HIGH SCHOOL,LARGE ,HIGH SCHOOL,9 10 11 12                     ,88.9,0.7,4.1,3.1,0.0,0.2,3.0,1668.0,177.0,96.1,0.1,0.1,95.9,17.3,96.0,89.3,86.3,97.0
2016,340491130170002,Highland Park High School        ,Twp HSD 113                      ,Highland Park    ,Lake       ,HIGH SCHOOL,LARGE ,HIGH SCHOOL,9 10 11 12                     ,70.5,2.0,22.5,2.0,0.1,0.2,2.7,2071.0,177.0,95.8,0.3,0.3,89.0,17.3,96.3,84.1,80.4,94.8
2016,340491150160001,Lake Forest High School          ,Lake Forest CHSD 115             ,Lake Forest      ,Lake       ,HIGH SCHOOL,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,90.6,1.1,3.2,3.2,0.1,0.2,1.7,1706.0,176.0,93.1,0.0,0.1,93.5,19.1,94.6,87.3,83.3,96.7
2016,340491160260006,Round Lake Senior High School    ,Round Lake CUSD 116              ,Round Lake       ,Lake       ,UNIT       ,LARGE ,HIGH SCHOOL,9 10 11 12                     ,15.5,7.4,72.7,1.6,0.0,0.5,2.3,2215.0,170.0,91.6,19.8,3.1,86.4,13.0,85.9,61.9,55.7,89.5
2016,340491170160001,Antioch Comm High School         ,CHSD 117                         ,Antioch          ,Lake       ,HIGH SCHOOL,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,81.7,2.2,10.6,2.0,0.0,0.3,3.2,1340.0,175.0,94.0,3.9,0.6,92.7,21.3,89.5,81.8,79.2,95.4
2016,340491170160002,Lakes Community High School      ,CHSD 117                         ,Lake Villa       ,Lake       ,HIGH SCHOOL,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,77.4,4.4,11.1,3.4,0.3,0.1,3.2,1463.0,175.0,94.2,3.2,0.5,95.7,22.7,85.4,85.5,83.5,96.1
2016,340491180260005,Wauconda High School             ,Wauconda CUSD 118                ,Wauconda         ,Lake       ,UNIT       ,LARGE ,HIGH SCHOOL,9 10 11 12                     ,66.4,1.3,26.0,4.3,0.0,0.4,1.5,1444.0,174.0,94.6,1.2,0.8,91.7,20.6,92.7,74.9,72.5,93.1
2016,340491200130001,Mundelein Cons High School       ,Mundelein Cons HSD 120           ,Mundelein        ,Lake       ,HIGH SCHOOL,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,44.9,2.4,43.3,6.3,0.0,0.1,3.0,2053.0,176.0,93.2,5.9,0.8,89.6,20.9,89.9,78.8,75.2,80.1
2016,340491210170001,Warren Township High School      ,Warren Twp HSD 121               ,Gurnee           ,Lake       ,HIGH SCHOOL,LARGE ,HIGH SCHOOL,9 10 11 12                     ,46.0,10.4,28.7,10.3,0.0,0.3,4.3,4267.0,176.0,94.2,6.1,0.6,93.5,20.0,94.3,81.8,78.8,90.3
2016,340491240160001,Grant Community High School      ,Grant CHSD 124                   ,Fox Lake         ,Lake       ,HIGH SCHOOL,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,63.8,4.8,22.8,4.4,0.2,0.1,4.0,1912.0,177.0,94.1,1.8,1.2,93.5,19.3,91.3,76.0,74.0,90.0
2016,340491250130001,Adlai E Stevenson High School    ,Adlai E Stevenson HSD 125        ,Lincolnshire     ,Lake       ,HIGH SCHOOL,LARGE ,HIGH SCHOOL,9 10 11 12                     ,63.4,1.5,7.6,24.7,0.0,0.2,2.6,3978.0,177.0,95.4,0.7,0.1,94.5,17.4,92.9,90.0,88.5,97.7
2016,340491260170001,Zion-Benton Twnshp Hi Sch        ,Zion-Benton Twp HSD 126          ,Zion             ,Lake       ,HIGH SCHOOL,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,25.0,30.0,37.6,2.3,0.1,0.9,4.0,2396.0,176.0,91.2,6.7,2.6,81.7,18.3,92.6,57.8,53.1,70.1
2016,340491260170002,New Tech High - Zion-Benton East ,Zion-Benton Twp HSD 126          ,Zion             ,Lake       ,HIGH SCHOOL,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,29.3,23.8,39.6,1.8,0.0,2.1,3.5,341.0,176.0,94.1,10.1,0.3,95.1,19.0,89.6,68.0,64.0,77.7
2016,340491270160001,Grayslake Central High School    ,Grayslake CHSD 127               ,Grayslake        ,Lake       ,HIGH SCHOOL,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,63.9,4.3,19.0,8.4,0.1,0.2,4.0,1463.0,177.0,94.1,0.9,0.2,95.1,22.0,93.2,84.6,82.6,94.4
2016,340491270160002,Grayslake North High School      ,Grayslake CHSD 127               ,Grayslake        ,Lake       ,HIGH SCHOOL,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,68.4,2.9,21.0,5.1,0.1,0.3,2.2,1567.0,177.0,93.9,1.5,0.4,95.8,19.8,89.3,83.8,80.8,97.8
2016,340491280160002,Libertyville High School         ,CHSD 128                         ,Libertyville     ,Lake       ,HIGH SCHOOL,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,81.8,1.3,6.8,7.5,0.0,0.2,2.5,2039.0,179.0,95.5,0.5,0.0,95.6,23.0,93.5,91.5,90.9,97.8
2016,340491280160004,Vernon Hills High School         ,CHSD 128                         ,Vernon Hills     ,Lake       ,HIGH SCHOOL,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,60.8,2.7,14.8,20.0,0.3,0.2,1.2,1312.0,179.0,95.6,0.2,0.2,94.9,20.1,96.4,86.4,85.3,94.4
2016,340491870260001,North Chicago Community High Sch ,North Chicago SD 187             ,North Chicago    ,Lake       ,UNIT       ,LARGE ,HIGH SCHOOL,9 10 11 12                     ,1.7,40.5,55.2,0.5,0.2,0.3,1.6,870.0,174.0,85.8,45.0,2.8,62.6,20.4,60.0,47.1,43.4,61.6
2016,340492200260004,Barrington High School           ,Barrington CUSD 220              ,Barrington       ,Lake       ,UNIT       ,LARGE ,HIGH SCHOOL,9 10 11 12                     ,67.8,1.6,16.1,11.1,0.1,0.1,3.3,3045.0,174.0,93.6,1.0,0.5,97.2,23.3,92.3,85.2,83.4,93.9
2016,350500010260001,Leland High School               ,Leland CUSD 1                    ,Leland           ,La Salle   ,UNIT       ,SMALL ,HIGH SCHOOL,9 10 11 12                     ,87.2,0.0,12.8,0.0,0.0,0.0,0.0,86.0,175.0,93.0,0.0,0.0,96.0,9.6,81.5,83.3,83.3,100.0
2016,350500020260001,Serena High School               ,Serena CUSD 2                    ,Serena           ,La Salle   ,UNIT       ,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,93.5,1.2,2.4,0.0,0.0,0.0,2.9,245.0,174.0,93.9,2.9,4.1,88.7,13.5,90.0,75.4,68.9,90.2
2016,350500090260001,Earlville Jr/Sr High School      ,Earlville CUSD 9                 ,Earlville        ,La Salle   ,UNIT       ,SMALL ,HIGH SCHOOL,9 10 11 12                     ,86.8,0.0,10.4,0.7,0.0,0.0,2.1,144.0,175.0,93.5,2.0,1.4,72.5,16.5,73.8,57.7,57.7,79.5
2016,350500400170001,Streator Twp High School         ,Streator Twp HSD 40              ,Streator         ,La Salle   ,HIGH SCHOOL,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,74.2,5.1,16.7,0.5,0.0,0.2,3.3,953.0,176.0,91.3,3.8,2.3,75.3,24.6,92.8,61.1,58.1,79.1
2016,350501200170001,La Salle-Peru Twp High School    ,La Salle-Peru Twp HSD 120        ,La Salle         ,La Salle   ,HIGH SCHOOL,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,80.5,2.6,13.4,1.1,0.1,0.4,2.0,1234.0,176.0,94.0,2.0,1.9,85.3,20.3,90.5,72.6,69.5,80.1
2016,350501400170001,Ottawa Township High School      ,Ottawa Twp HSD 140               ,Ottawa           ,La Salle   ,HIGH SCHOOL,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,84.1,2.4,9.9,0.8,0.0,0.4,2.4,1470.0,175.0,90.6,3.3,2.9,83.6,21.0,91.9,63.6,60.6,69.1
2016,350501600170001,Seneca High School               ,Seneca Twp HSD 160               ,Seneca           ,La Salle   ,HIGH SCHOOL,SMALL ,HIGH SCHOOL,9 10 11 12                     ,92.9,0.4,5.8,0.0,0.0,0.2,0.7,448.0,180.0,95.2,0.7,0.4,93.4,12.5,95.7,70.6,65.7,99.1
2016,350502800170001,Mendota Twp High School          ,Mendota Twp HSD 280              ,Mendota          ,La Salle   ,HIGH SCHOOL,SMALL ,HIGH SCHOOL,9 10 11 12                     ,63.3,0.7,34.8,0.0,0.0,0.0,1.2,577.0,174.0,94.6,2.7,1.7,87.1,16.2,94.6,72.9,67.7,88.0
2016,350590050260001,Henry-Senachwine High School     ,Henry-Senachwine CUSD 5          ,Henry            ,Marshall   ,UNIT       ,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,94.2,1.8,1.8,1.2,1.2,0.0,0.0,171.0,175.0,93.9,10.9,2.3,78.9,13.9,89.5,66.7,66.7,80.9
2016,350590070260001,Midland High School              ,Midland CUSD 7                   ,Varna            ,Marshall   ,UNIT       ,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,95.9,1.0,1.6,0.5,0.0,0.0,1.0,193.0,175.0,92.6,11.5,1.6,81.8,14.5,76.3,82.2,80.0,85.3
2016,350785350260002,Putnam County High School        ,Putnam County CUSD 535           ,Granville        ,Putnam     ,UNIT       ,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,90.4,1.0,6.8,0.3,0.3,0.0,1.0,293.0,174.0,94.9,1.2,1.7,83.1,12.1,84.8,72.1,69.1,71.4
2016,390550010260001,Argenta-Oreana High School       ,Argenta-Oreana CUSD 1            ,Argenta          ,Macon      ,UNIT       ,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,89.6,3.3,3.0,0.7,0.0,0.3,3.0,299.0,171.0,93.1,0.7,1.0,78.6,13.2,84.6,80.6,79.2,88.6
2016,390550020260001,Maroa-Forsyth Senior High Sch    ,Maroa Forsyth CUSD 2             ,Maroa            ,Macon      ,UNIT       ,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,81.5,4.9,1.8,8.0,0.3,0.0,3.6,389.0,172.0,94.9,1.3,0.5,86.9,14.8,86.6,80.3,78.8,92.6
2016,390550030260001,Mt Zion High School              ,Mt Zion CUSD 3                   ,Mount Zion       ,Macon      ,UNIT       ,LARGE ,HIGH SCHOOL,9 10 11 12                     ,90.5,2.1,2.1,1.6,0.4,0.4,2.8,751.0,177.0,94.8,0.4,0.4,93.6,21.2,89.5,80.6,77.6,89.2
2016,390550090260001,Sangamon Valley High School      ,Sangamon Valley CUSD 9           ,Niantic          ,Macon      ,UNIT       ,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,96.7,0.0,2.5,0.0,0.0,0.0,0.8,243.0,175.0,93.4,3.5,1.6,82.9,15.0,84.6,61.2,61.2,85.7
2016,390550110260001,Warrensburg-Latham High School   ,Warrensburg-Latham CUSD 11       ,Warrensburg      ,Macon      ,UNIT       ,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,92.3,1.8,0.4,0.0,0.0,0.0,5.6,285.0,175.0,94.7,2.9,0.4,95.7,16.5,87.5,70.8,62.5,85.5
2016,390550150260001,Meridian High School             ,Meridian CUSD 15                 ,Macon            ,Macon      ,UNIT       ,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,97.1,0.3,1.0,0.0,0.0,0.0,1.6,310.0,174.0,92.6,6.8,1.9,82.7,17.5,85.0,81.9,81.9,86.8
2016,390550610250036,Eisenhower High School           ,Decatur SD 61                    ,Decatur          ,Macon      ,UNIT       ,LARGE ,HIGH SCHOOL,9 10 11 12                     ,38.0,48.2,3.4,0.7,0.0,0.2,9.5,1117.0,172.0,87.6,31.4,1.2,71.8,19.6,68.0,45.7,38.5,68.6
2016,390550610250038,MacArthur High School            ,Decatur SD 61                    ,Decatur          ,Macon      ,UNIT       ,LARGE ,HIGH SCHOOL,9 10 11 12                     ,36.5,49.5,2.8,1.1,0.1,0.3,9.8,1122.0,172.0,89.9,27.1,3.7,72.2,17.5,71.7,60.4,54.1,57.0
2016,390740050260001,Bement High School               ,Bement CUSD 5                    ,Bement           ,Piatt      ,UNIT       ,SMALL ,HIGH SCHOOL,9 10 11 12                     ,95.6,0.0,2.6,0.0,0.0,0.0,1.8,114.0,175.0,94.7,0.0,3.5,81.5,10.9,91.2,64.0,60.0,94.7
2016,390740250260001,Monticello High School           ,Monticello CUSD 25               ,Monticello       ,Piatt      ,UNIT       ,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,96.5,1.0,1.2,0.4,0.4,0.0,0.6,516.0,175.0,94.1,0.0,0.8,97.9,16.6,86.4,87.4,85.9,97.9
2016,390740570260001,Deland-Weldon High School        ,Deland-Weldon CUSD 57            ,De Land          ,Piatt      ,UNIT       ,SMALL ,HIGH SCHOOL,9 10 11 12                     ,98.3,0.0,0.0,0.0,0.0,0.0,1.7,60.0,175.0,93.7,44.1,0.0,93.8,9.4,73.9,54.5,54.5,100.0
2016,390741000260001,Cerro Gordo Jr and Sr High Sch   ,Cerro Gordo CUSD 100             ,Cerro Gordo      ,Piatt      ,UNIT       ,MEDIUM,HIGH SCHOOL,7 8 9 10 11 12                 ,97.4,0.7,0.4,0.0,0.0,0.0,1.5,268.0,175.0,95.4,0.0,1.7,89.6,21.7,85.2,70.8,66.7,80.5
2016,400070400260001,Calhoun High School              ,Calhoun CUSD 40                  ,Hardin           ,Calhoun    ,UNIT       ,SMALL ,HIGH SCHOOL,9 10 11 12                     ,99.3,0.0,0.0,0.0,0.0,0.7,0.0,151.0,175.0,95.7,2.7,1.3,92.9,11.6,97.4,86.4,79.5,96.7
2016,400070420260001,Brussels High School             ,Brussels CUSD 42                 ,Brussels         ,Calhoun    ,UNIT       ,SMALL ,HIGH SCHOOL,7 8 9 10 11 12                 ,93.8,0.0,3.8,0.0,0.0,0.0,2.5,80.0,176.0,96.2,1.4,1.5,100.0,8.4,79.2,100.0,90.0,100.0
2016,400310010260003,Carrollton High School           ,Carrollton CUSD 1                ,Carrollton       ,Greene     ,UNIT       ,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,95.5,0.9,1.4,0.0,0.0,0.5,1.8,220.0,174.0,94.8,10.3,3.2,92.2,15.6,89.1,70.2,70.2,96.7
2016,400310030260001,North Greene Jr/Sr High Sch      ,North Greene CUSD 3              ,White Hall       ,Greene     ,UNIT       ,MEDIUM,HIGH SCHOOL,7 8 9 10 11 12                 ,96.5,0.3,0.8,0.8,0.0,0.0,1.8,399.0,176.0,92.8,6.3,3.4,86.1,10.8,93.1,39.1,39.1,69.7
2016,400310100260001,Greenfield High School           ,Greenfield CUSD 10               ,Greenfield       ,Greene     ,UNIT       ,SMALL ,HIGH SCHOOL,9 10 11 12                     ,98.4,0.0,0.0,0.0,0.0,0.0,1.6,129.0,175.0,96.0,2.4,0.8,88.2,12.4,94.7,66.7,66.7,85.7
